branchname,"ITEM TYPE","TOTAL ITEMS","ADULT ITEMS","YOUNG ADULT ITEMS","JUVENILE ITEMS","TOTAL ADDED LM","ADULT ADDED LM","YOUNG ADULT ADDED LM","JUVENILE ADDED LM","TOTAL DELETED LM","ADULT DELETED LM","YOUNG ADULT DELETED LM","JUVENILE DELETED LM"
"Meriden-Ozawkie Public Library",Book,13030,5920,801,6309,154,95,6,53,107,,,
"Meriden-Ozawkie Public Library","Book (local requests only)",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Book (new)",7,6,1,,,,,,2,,,
"Meriden-Ozawkie Public Library","Book (no requests allowed)",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Book club set",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Computers and internet : Launchpad tablet",1,1,,,,,,,,,,
"Meriden-Ozawkie Public Library","Computers and internet : Public computer",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Computers and internet : Software",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",7,7,,,,,,,,,,
"Meriden-Ozawkie Public Library","E-content : Digital content",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","E-content : E-learning course",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Inter-library loan",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Meriden-Ozawkie Public Library",Key,,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Kit or multi-part set",16,,,16,,,,,,,,
"Meriden-Ozawkie Public Library",MAGAZINE,,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Magazine (new)",,,,,,,,,,,,
"Meriden-Ozawkie Public Library",Music,28,26,,2,,,,,,,,
"Meriden-Ozawkie Public Library",Pamphlet,,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Reference material",3,3,,,,,,,,,,
"Meriden-Ozawkie Public Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Meriden-Ozawkie Public Library",Room,,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Special collections (local requests only)",2,2,,,,,,,,,,
"Meriden-Ozawkie Public Library","Special collections (no requests allowed)",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Story walk",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Artwork",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Cooking equipment",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Die cut equipment",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Equipment",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Recreation and sports",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Tools",,,,,,,,,,,,
"Meriden-Ozawkie Public Library",Video,2385,1736,2,647,19,15,,4,1,,,
"Meriden-Ozawkie Public Library","Video (Local requests only)",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Video (New)",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Video (No requests allowed)",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Video (Television)",8,8,,,2,2,,,,,,
"Meriden-Ozawkie Public Library","Video game",70,32,5,33,,,,,,,,
"Northeast Kansas Library System",(Unclassified),,,,,,,,,,,,
"Northeast Kansas Library System",AUDIOBOOK,9,3,3,3,,,,,,,,
"Northeast Kansas Library System","AUDIOBOOK (MEDIA PLAYER)",,,,,,,,,,,,
"Northeast Kansas Library System","Audiobook (new)",,,,,,,,,,,,
"Northeast Kansas Library System",Book,396,390,3,3,3,3,,,,,,
"Northeast Kansas Library System","Book (local requests only)",,,,,,,,,,,,
"Northeast Kansas Library System","Book (new)",,,,,,,,,,,,
"Northeast Kansas Library System","Book (no requests allowed)",,,,,,,,,,,,
"Northeast Kansas Library System","Book club set",,,,,,,,,,,,
"Northeast Kansas Library System","Computers and internet : Laptop computer",,,,,,,,,,,,
"Northeast Kansas Library System","Computers and internet : Launchpad tablet",,,,,,,,,,,,
"Northeast Kansas Library System","Computers and internet : Public computer",1,1,,,,,,,,,,
"Northeast Kansas Library System","Computers and internet : Software",,,,,,,,,,,,
"Northeast Kansas Library System","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Northeast Kansas Library System","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Northeast Kansas Library System","E-content : Digital content",4,4,,,,,,,,,,
"Northeast Kansas Library System","E-content : E-learning course",,,,,,,,,,,,
"Northeast Kansas Library System","Inter-library loan",,,,,,,,,,,,
"Northeast Kansas Library System","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Northeast Kansas Library System","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Northeast Kansas Library System","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Northeast Kansas Library System","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Northeast Kansas Library System",Key,,,,,,,,,,,,
"Northeast Kansas Library System","Kit or multi-part set",,,,,,,,,,,,
"Northeast Kansas Library System",MAGAZINE,9,3,3,3,,,,,,,,
"Northeast Kansas Library System","Magazine (new)",,,,,,,,,,,,
"Northeast Kansas Library System",Music,9,3,3,3,,,,,,,,
"Northeast Kansas Library System",Pamphlet,,,,,,,,,,,,
"Northeast Kansas Library System","Reference material",,,,,,,,,,,,
"Northeast Kansas Library System","Reserve desk : Highland Community College",,,,,,,,,,,,
"Northeast Kansas Library System",Room,1,1,,,,,,,,,,
"Northeast Kansas Library System","Special collections (local requests only)",10,4,3,3,,,,,,,,
"Northeast Kansas Library System","Special collections (no requests allowed)",,,,,,,,,,,,
"Northeast Kansas Library System","Story walk",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Artwork",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Cooking equipment",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Die cut equipment",272,272,,,,,,,,,,
"Northeast Kansas Library System","Things : Equipment",2,2,,,,,,,,,,
"Northeast Kansas Library System","Things : Kansas Parks Pass",1,1,,,,,,,,,,
"Northeast Kansas Library System","Things : Museum pass / event pass",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Recreation and sports",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Tools",,,,,,,,,,,,
"Northeast Kansas Library System",Video,26,20,3,3,,,,,,,,
"Northeast Kansas Library System","Video (Local requests only)",,,,,,,,,,,,
"Northeast Kansas Library System","Video (New)",,,,,,,,,,,,
"Northeast Kansas Library System","Video (No requests allowed)",,,,,,,,,,,,
"Northeast Kansas Library System","Video (Television)",,,,,,,,,,,,
"Northeast Kansas Library System","Video game",9,3,3,3,,,,,,,,
"Nortonville Public Library",(Unclassified),1,1,,,,,,,,,,
"Nortonville Public Library",AUDIOBOOK,265,190,1,74,,,,,,,,
"Nortonville Public Library","AUDIOBOOK (MEDIA PLAYER)",8,1,,7,,,,,,,,
"Nortonville Public Library","Audiobook (new)",,,,,,,,,,,,
"Nortonville Public Library",Book,12947,5535,1506,5906,24,14,1,9,7,,,
"Nortonville Public Library","Book (local requests only)",,,,,,,,,,,,
"Nortonville Public Library","Book (new)",18,8,3,7,,,,,,,,
"Nortonville Public Library","Book (no requests allowed)",,,,,,,,,,,,
"Nortonville Public Library","Book club set",,,,,,,,,,,,
"Nortonville Public Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Nortonville Public Library","Computers and internet : Launchpad tablet",3,,,3,,,,,,,,
"Nortonville Public Library","Computers and internet : Public computer",,,,,,,,,,,,
"Nortonville Public Library","Computers and internet : Software",,,,,,,,,,,,
"Nortonville Public Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Nortonville Public Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Nortonville Public Library","E-content : Digital content",,,,,,,,,,,,
"Nortonville Public Library","E-content : E-learning course",,,,,,,,,,,,
"Nortonville Public Library","Inter-library loan",,,,,,,,,,,,
"Nortonville Public Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Nortonville Public Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Nortonville Public Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Nortonville Public Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Nortonville Public Library",Key,,,,,,,,,,,,
"Nortonville Public Library","Kit or multi-part set",123,117,,6,,,,,1,,,
"Nortonville Public Library",MAGAZINE,351,282,64,5,9,8,1,,,,,
"Nortonville Public Library","Magazine (new)",2,2,,,,,,,,,,
"Nortonville Public Library",Music,28,25,,3,,,,,,,,
"Nortonville Public Library",Pamphlet,,,,,,,,,,,,
"Nortonville Public Library","Reference material",1,1,,,,,,,,,,
"Nortonville Public Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Nortonville Public Library",Room,,,,,,,,,,,,
"Nortonville Public Library","Special collections (local requests only)",6,,3,3,,,,,,,,
"Nortonville Public Library","Special collections (no requests allowed)",,,,,,,,,,,,
"Nortonville Public Library","Story walk",,,,,,,,,,,,
"Nortonville Public Library","Things : Artwork",,,,,,,,,,,,
"Nortonville Public Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Nortonville Public Library","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Nortonville Public Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Nortonville Public Library","Things : Cooking equipment",27,27,,,,,,,,,,
"Nortonville Public Library","Things : Die cut equipment",,,,,,,,,,,,
"Nortonville Public Library","Things : Equipment",13,10,,3,,,,,1,,,
"Nortonville Public Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Nortonville Public Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Nortonville Public Library","Things : Recreation and sports",,,,,,,,,,,,
"Nortonville Public Library","Things : Tools",,,,,,,,,,,,
"Nortonville Public Library",Video,3930,2803,2,1125,14,10,,4,,,,
"Nortonville Public Library","Video (Local requests only)",,,,,,,,,,,,
"Nortonville Public Library","Video (New)",9,7,,2,,,,,,,,
"Nortonville Public Library","Video (No requests allowed)",,,,,,,,,,,,
"Nortonville Public Library","Video (Television)",,,,,,,,,,,,
"Nortonville Public Library","Video game",544,24,442,78,,,,,,,,
"Osage City Library",(Unclassified),,,,,,,,,,,,
"Osage City Library",AUDIOBOOK,1284,1102,,182,12,12,,,,,,
"Osage City Library","AUDIOBOOK (MEDIA PLAYER)",36,36,,,,,,,,,,
"Osage City Library","Audiobook (new)",,,,,,,,,,,,
"Osage City Library",Book,17456,10565,1374,5517,93,46,6,41,8,,,
"Osage City Library","Book (local requests only)",,,,,,,,,,,,
"Osage City Library","Book (new)",,,,,,,,,,,,
"Osage City Library","Book (no requests allowed)",,,,,,,,,,,,
"Osage City Library","Book club set",,,,,,,,,,,,
"Osage City Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Osage City Library","Computers and internet : Launchpad tablet",2,,,2,,,,,,,,
"Osage City Library","Computers and internet : Public computer",11,11,,,,,,,,,,
"Osage City Library","Computers and internet : Software",,,,,,,,,,,,
"Osage City Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Osage City Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Osage City Library","E-content : Digital content",,,,,,,,,,,,
"Osage City Library","E-content : E-learning course",,,,,,,,,,,,
"Osage City Library","Inter-library loan",26,25,,1,23,23,,,17,6,,
"Osage City Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Osage City Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Osage City Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Osage City Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Osage City Library",Key,,,,,,,,,,,,
"Osage City Library","Kit or multi-part set",14,1,,13,,,,,,,,
"Osage City Library",MAGAZINE,193,193,,,12,12,,,1,,,
"Osage City Library","Magazine (new)",,,,,,,,,,,,
"Osage City Library",Music,290,231,,59,,,,,,,,
"Osage City Library",Pamphlet,,,,,,,,,,,,
"Osage City Library","Reference material",44,44,,,,,,,,,,
"Osage City Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Osage City Library",Room,,,,,,,,,,,,
"Osage City Library","Special collections (local requests only)",12,,,12,,,,,,,,
"Osage City Library","Special collections (no requests allowed)",,,,,,,,,,,,
"Osage City Library","Story walk",,,,,,,,,,,,
"Osage City Library","Things : Artwork",,,,,,,,,,,,
"Osage City Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Osage City Library","Things : Board games, dolls, puzzles, and toys",146,146,,,20,20,,,,,,
"Osage City Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Osage City Library","Things : Cooking equipment",,,,,,,,,,,,
"Osage City Library","Things : Die cut equipment",,,,,,,,,,,,
"Osage City Library","Things : Equipment",92,92,,,,,,,,,,
"Osage City Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Osage City Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Osage City Library","Things : Recreation and sports",,,,,,,,,,,,
"Osage City Library","Things : Tools",,,,,,,,,,,,
"Osage City Library",Video,3226,2570,20,636,24,18,,6,5,1,,
"Osage City Library","Video (Local requests only)",,,,,,,,,,,,
"Osage City Library","Video (New)",,,,,,,,,,,,
"Osage City Library","Video (No requests allowed)",,,,,,,,,,,,
"Osage City Library","Video (Television)",1,1,,,,,,,,,,
"Osage City Library","Video game",389,62,71,256,,,,,1,,,
"Osawatomie Public Library",(Unclassified),,,,,,,,,,,,
"Osawatomie Public Library",AUDIOBOOK,491,441,22,28,,,,,,,,
"Osawatomie Public Library","AUDIOBOOK (MEDIA PLAYER)",,,,,,,,,,,,
"Osawatomie Public Library","Audiobook (new)",1,1,,,,,,,,,,
"Osawatomie Public Library",Book,14200,9487,1290,3423,81,37,9,35,75,,,
"Osawatomie Public Library","Book (local requests only)",17,17,,,7,7,,,,,,
"Osawatomie Public Library","Book (new)",1,1,,,,,,,,,,
"Osawatomie Public Library","Book (no requests allowed)",,,,,,,,,,,,
"Osawatomie Public Library","Book club set",,,,,,,,,,,,
"Osawatomie Public Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Osawatomie Public Library","Computers and internet : Launchpad tablet",,,,,,,,,,,,
"Osawatomie Public Library","Computers and internet : Public computer",,,,,,,,,,,,
"Osawatomie Public Library","Computers and internet : Software",,,,,,,,,,,,
"Osawatomie Public Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Osawatomie Public Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Osawatomie Public Library","E-content : Digital content",,,,,,,,,,,,
"Osawatomie Public Library","E-content : E-learning course",,,,,,,,,,,,
"Osawatomie Public Library","Inter-library loan",3,2,,1,,,,,,,,
"Osawatomie Public Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Osawatomie Public Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Osawatomie Public Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Osawatomie Public Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Osawatomie Public Library",Key,,,,,,,,,,,,
"Osawatomie Public Library","Kit or multi-part set",9,9,,,,,,,,,,
"Osawatomie Public Library",MAGAZINE,,,,,,,,,,,,
"Osawatomie Public Library","Magazine (new)",,,,,,,,,,,,
"Osawatomie Public Library",Music,,,,,,,,,,,,
"Osawatomie Public Library",Pamphlet,1,1,,,,,,,,,,
"Osawatomie Public Library","Reference material",111,108,2,1,,,,,1,,,
"Osawatomie Public Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Osawatomie Public Library",Room,,,,,,,,,,,,
"Osawatomie Public Library","Special collections (local requests only)",35,35,,,5,5,,,,,,
"Osawatomie Public Library","Special collections (no requests allowed)",2,2,,,,,,,,,,
"Osawatomie Public Library","Story walk",,,,,,,,,,,,
"Osawatomie Public Library","Things : Artwork",,,,,,,,,,,,
"Osawatomie Public Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Osawatomie Public Library","Things : Board games, dolls, puzzles, and toys",3,,,3,,,,,,,,
"Osawatomie Public Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Osawatomie Public Library","Things : Cooking equipment",,,,,,,,,,,,
"Osawatomie Public Library","Things : Die cut equipment",,,,,,,,,,,,
"Osawatomie Public Library","Things : Equipment",,,,,,,,,,,,
"Osawatomie Public Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Osawatomie Public Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Osawatomie Public Library","Things : Recreation and sports",,,,,,,,,,,,
"Osawatomie Public Library","Things : Tools",,,,,,,,,,,,
"Osawatomie Public Library",Video,2313,1981,,332,1,1,,,2,,,
"Osawatomie Public Library","Video (Local requests only)",,,,,,,,,,,,
"Osawatomie Public Library","Video (New)",,,,,,,,,,,,
"Osawatomie Public Library","Video (No requests allowed)",,,,,,,,,,,,
"Osawatomie Public Library","Video (Television)",6,6,,,2,2,,,,,,
"Osawatomie Public Library","Video game",18,15,1,2,,,,,,,,
"Oskaloosa Public Library",(Unclassified),,,,,,,,,,,,
"Oskaloosa Public Library",AUDIOBOOK,398,355,13,30,3,3,,,,,,
"Oskaloosa Public Library","AUDIOBOOK (MEDIA PLAYER)",1,1,,,,,,,,,,
"Oskaloosa Public Library","Audiobook (new)",,,,,,,,,,,,
"Oskaloosa Public Library",Book,9092,4854,417,3821,14,5,3,6,8,,,1
"Oskaloosa Public Library","Book (local requests only)",,,,,,,,,,,,
"Oskaloosa Public Library","Book (new)",13,4,,9,,,,,,,,
"Oskaloosa Public Library","Book (no requests allowed)",,,,,,,,,,,,
"Oskaloosa Public Library","Book club set",,,,,,,,,,,,
"Oskaloosa Public Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Oskaloosa Public Library","Computers and internet : Launchpad tablet",,,,,,,,,,,,
"Oskaloosa Public Library","Computers and internet : Public computer",8,8,,,,,,,,,,
"Oskaloosa Public Library","Computers and internet : Software",,,,,,,,,,,,
"Oskaloosa Public Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Oskaloosa Public Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Oskaloosa Public Library","E-content : Digital content",,,,,,,,,,,,
"Oskaloosa Public Library","E-content : E-learning course",,,,,,,,,,,,
"Oskaloosa Public Library","Inter-library loan",1,1,,,,,,,,,,
"Oskaloosa Public Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Oskaloosa Public Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Oskaloosa Public Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Oskaloosa Public Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Oskaloosa Public Library",Key,,,,,,,,,,,,
"Oskaloosa Public Library","Kit or multi-part set",36,1,,35,,,,,,,,
"Oskaloosa Public Library",MAGAZINE,104,104,,,10,10,,,8,,,
"Oskaloosa Public Library","Magazine (new)",1,1,,,,,,,,,,
"Oskaloosa Public Library",Music,96,95,,1,,,,,,,,
"Oskaloosa Public Library",Pamphlet,,,,,,,,,,,,
"Oskaloosa Public Library","Reference material",17,17,,,,,,,,,,
"Oskaloosa Public Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Oskaloosa Public Library",Room,,,,,,,,,,,,
"Oskaloosa Public Library","Special collections (local requests only)",1,1,,,,,,,,,,
"Oskaloosa Public Library","Special collections (no requests allowed)",,,,,,,,,,,,
"Oskaloosa Public Library","Story walk",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Artwork",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Cooking equipment",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Die cut equipment",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Equipment",6,4,,2,,,,,,,,
"Oskaloosa Public Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Recreation and sports",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Tools",,,,,,,,,,,,
"Oskaloosa Public Library",Video,815,659,34,122,2,2,,,1,1,,
"Oskaloosa Public Library","Video (Local requests only)",,,,,,,,,,,,
"Oskaloosa Public Library","Video (New)",,,,,,,,,,,,
"Oskaloosa Public Library","Video (No requests allowed)",,,,,,,,,,,,
"Oskaloosa Public Library","Video (Television)",4,4,,,,,,,,,,
"Oskaloosa Public Library","Video game",,,,,,,,,,,,
"Ottawa Library",(Unclassified),1,,1,,,,,,,,,
"Ottawa Library",AUDIOBOOK,2162,1904,55,203,2,2,,,,,,
"Ottawa Library","AUDIOBOOK (MEDIA PLAYER)",3,,,3,,,,,,,,
"Ottawa Library","Audiobook (new)",3,3,,,,,,,,,,
"Ottawa Library",Book,57306,34369,2784,20153,23,3,1,19,617,,,
"Ottawa Library","Book (local requests only)",1,,,1,,,,,,,,
"Ottawa Library","Book (new)",2198,1155,160,883,217,94,16,107,1,,,
"Ottawa Library","Book (no requests allowed)",,,,,,,,,,,,
"Ottawa Library","Book club set",,,,,,,,,,,,
"Ottawa Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Ottawa Library","Computers and internet : Launchpad tablet",1,,,1,,,,,,,,
"Ottawa Library","Computers and internet : Public computer",20,20,,,,,,,,,,
"Ottawa Library","Computers and internet : Software",,,,,,,,,,,,
"Ottawa Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Ottawa Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Ottawa Library","E-content : Digital content",,,,,,,,,,,,
"Ottawa Library","E-content : E-learning course",,,,,,,,,,,,
"Ottawa Library","Inter-library loan",7,7,,,5,5,,,8,4,,
"Ottawa Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Ottawa Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Ottawa Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Ottawa Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Ottawa Library",Key,,,,,,,,,,,,
"Ottawa Library","Kit or multi-part set",92,11,3,78,,,,,,,,
"Ottawa Library",MAGAZINE,12,12,,,,,,,,,,
"Ottawa Library","Magazine (new)",,,,,,,,,,,,
"Ottawa Library",Music,1,1,,,,,,,,,,
"Ottawa Library",Pamphlet,,,,,,,,,,,,
"Ottawa Library","Reference material",1708,1635,,73,4,4,,,,,,
"Ottawa Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Ottawa Library",Room,,,,,,,,,,,,
"Ottawa Library","Special collections (local requests only)",9,8,1,,,,,,,,,
"Ottawa Library","Special collections (no requests allowed)",16,15,1,,,,,,,,,
"Ottawa Library","Story walk",,,,,,,,,,,,
"Ottawa Library","Things : Artwork",,,,,,,,,,,,
"Ottawa Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Ottawa Library","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Ottawa Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Ottawa Library","Things : Cooking equipment",,,,,,,,,,,,
"Ottawa Library","Things : Die cut equipment",,,,,,,,,,,,
"Ottawa Library","Things : Equipment",2,2,,,,,,,,,,
"Ottawa Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Ottawa Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Ottawa Library","Things : Recreation and sports",,,,,,,,,,,,
"Ottawa Library","Things : Tools",1,1,,,,,,,,,,
"Ottawa Library",Video,4925,3326,,1599,35,13,,22,3,,,
"Ottawa Library","Video (Local requests only)",,,,,,,,,,,,
"Ottawa Library","Video (New)",3,2,,1,,,,,,,,
"Ottawa Library","Video (No requests allowed)",,,,,,,,,,,,
"Ottawa Library","Video (Television)",955,954,,1,4,4,,,,,,
"Ottawa Library","Video game",509,503,,6,1,1,,,1,,,
"Overbrook Public Library",(Unclassified),,,,,,,,,,,,
"Overbrook Public Library",AUDIOBOOK,611,484,19,108,,,,,,,,
"Overbrook Public Library","AUDIOBOOK (MEDIA PLAYER)",,,,,,,,,,,,
"Overbrook Public Library","Audiobook (new)",,,,,,,,,,,,
"Overbrook Public Library",Book,15105,6634,1549,6922,40,30,3,7,8,,,
"Overbrook Public Library","Book (local requests only)",,,,,,,,,,,,
"Overbrook Public Library","Book (new)",19,14,4,1,,,,,,,,
"Overbrook Public Library","Book (no requests allowed)",,,,,,,,,,,,
"Overbrook Public Library","Book club set",,,,,,,,,,,,
"Overbrook Public Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Overbrook Public Library","Computers and internet : Launchpad tablet",1,1,,,,,,,,,,
"Overbrook Public Library","Computers and internet : Public computer",1,1,,,,,,,,,,
"Overbrook Public Library","Computers and internet : Software",,,,,,,,,,,,
"Overbrook Public Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Overbrook Public Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Overbrook Public Library","E-content : Digital content",,,,,,,,,,,,
"Overbrook Public Library","E-content : E-learning course",,,,,,,,,,,,
"Overbrook Public Library","Inter-library loan",170,168,,2,5,5,,,,,,
"Overbrook Public Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Overbrook Public Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Overbrook Public Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Overbrook Public Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Overbrook Public Library",Key,,,,,,,,,,,,
"Overbrook Public Library","Kit or multi-part set",119,4,,115,,,,,2,,,
"Overbrook Public Library",MAGAZINE,27,27,,,,,,,,,,
"Overbrook Public Library","Magazine (new)",,,,,,,,,,,,
"Overbrook Public Library",Music,39,,,39,,,,,,,,
"Overbrook Public Library",Pamphlet,,,,,,,,,,,,
"Overbrook Public Library","Reference material",17,17,,,,,,,,,,
"Overbrook Public Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Overbrook Public Library",Room,,,,,,,,,,,,
"Overbrook Public Library","Special collections (local requests only)",1,1,,,,,,,,,,
"Overbrook Public Library","Special collections (no requests allowed)",,,,,,,,,,,,
