LIBRARY,BORROWER_CATEGORY,"TOTAL BORROWERS","BORROWERS RENEWED LAST MONTH","BORROWERS ADDED LAST MONTH","BORROWERS DELETED LAST MONTH","THIS LIBRARY CAN ACCESS THIS CATEGORY"
"Lyndon Carnegie Library","For statistical purposes ",,,,,
"Lyndon Carnegie Library","Highland Community College Community Member",,,,,
"Lyndon Carnegie Library","Highland Community College Faculty",,,,,
"Lyndon Carnegie Library","Highland Community College Faculty Outreach",,,,,
"Lyndon Carnegie Library","Highland Community College Staff",,,,,
"Lyndon Carnegie Library","Highland Community College Student",,,,,
"Lyndon Carnegie Library","Highland Community College Student Outreach",,,,,
"Lyndon Carnegie Library",Homebound,,,,,
"Lyndon Carnegie Library","Hoopla E-Content User",,,,,
"Lyndon Carnegie Library","Horton Family Other",,,,,
"Lyndon Carnegie Library","Horton Family User",,,,,
"Lyndon Carnegie Library","Horton Special User",,,,,
"Lyndon Carnegie Library","In-House Use by Library Staff (exempt)",1,,,,Yes
"Lyndon Carnegie Library","Interlibrary Loan (exempt-ILL)",26,,,,Yes
"Lyndon Carnegie Library","Library associate (exempt)",1,,,,Yes
"Lyndon Carnegie Library","Library Associate.",,,,,
"Lyndon Carnegie Library","Library Board",,,,,
"Lyndon Carnegie Library","Minor - 0-11",,,,,
"Lyndon Carnegie Library","Minor - 12",,,,,
"Lyndon Carnegie Library","Minor - 13-17",,,,,
"Lyndon Carnegie Library","Minor temporary",,,,,
"Lyndon Carnegie Library","Minor-Digital only (age 00-11)",,,,,
"Lyndon Carnegie Library","Minor-Digital only (age 00-17)",,,,,
"Lyndon Carnegie Library","Minor-Digital only (age 12)",,,,,
"Lyndon Carnegie Library","Minor-Digital only (ages 13-17)",,,,,
"Lyndon Carnegie Library","Osawatomie Student User",,,,,
"Lyndon Carnegie Library","Other Adult",12,,,,Yes
"Lyndon Carnegie Library","Other Child",1,,,,Yes
"Lyndon Carnegie Library","Self registerd",,,,,Yes
"Lyndon Carnegie Library","Student - Public Library",,,,,
"Lyndon Carnegie Library","Student (exempt)",,,,,
"Lyndon Carnegie Library","SYSTEM login only (exempt)",3,,,,
"Lyndon Carnegie Library","Teacher/Faculty/Administrator - Public Library",,,,,
"Lyndon Carnegie Library","Teacher/Faculty/Administrator (exempt)",,,,,Yes
"McLouth Public Library",Adult,332,3,3,1,Yes
"McLouth Public Library","Adult temporary",,,,,
"McLouth Public Library","Adult-Digital only",,,,,
"McLouth Public Library","Book Club",,,,,Yes
"McLouth Public Library",Child,143,4,29,1,Yes
"McLouth Public Library","College Student",1,,,,Yes
"McLouth Public Library","For statistical purposes ",,,,,
"McLouth Public Library","Highland Community College Community Member",,,,,
"McLouth Public Library","Highland Community College Faculty",,,,,
"McLouth Public Library","Highland Community College Faculty Outreach",,,,,
"McLouth Public Library","Highland Community College Staff",,,,,
"McLouth Public Library","Highland Community College Student",,,,,
"McLouth Public Library","Highland Community College Student Outreach",,,,,
"McLouth Public Library",Homebound,,,,,
"McLouth Public Library","Hoopla E-Content User",,,,,
"McLouth Public Library","Horton Family Other",,,,,
"McLouth Public Library","Horton Family User",,,,,
"McLouth Public Library","Horton Special User",,,,,
"McLouth Public Library","In-House Use by Library Staff (exempt)",,,,,
"McLouth Public Library","Interlibrary Loan (exempt-ILL)",1,,,,Yes
"McLouth Public Library","Library associate (exempt)",2,,,,Yes
"McLouth Public Library","Library Associate.",,,,,
"McLouth Public Library","Library Board",2,,,,Yes
"McLouth Public Library","Minor - 0-11",,,,,
"McLouth Public Library","Minor - 12",,,,,
"McLouth Public Library","Minor - 13-17",,,,,
"McLouth Public Library","Minor temporary",,,,,
"McLouth Public Library","Minor-Digital only (age 00-11)",,,,,
"McLouth Public Library","Minor-Digital only (age 00-17)",,,,,
"McLouth Public Library","Minor-Digital only (age 12)",,,,,
"McLouth Public Library","Minor-Digital only (ages 13-17)",,,,,
"McLouth Public Library","Osawatomie Student User",,,,,
"McLouth Public Library","Other Adult",79,2,,,Yes
"McLouth Public Library","Other Child",10,,,,Yes
"McLouth Public Library","Self registerd",,,,,Yes
"McLouth Public Library","Student - Public Library",,,,,
"McLouth Public Library","Student (exempt)",2,,,,Yes
"McLouth Public Library","SYSTEM login only (exempt)",3,,,,
"McLouth Public Library","Teacher/Faculty/Administrator - Public Library",,,,,
"McLouth Public Library","Teacher/Faculty/Administrator (exempt)",6,,,,Yes
"Meriden-Ozawkie Public Library",Adult,1232,17,8,4,Yes
"Meriden-Ozawkie Public Library","Adult temporary",,,,,
"Meriden-Ozawkie Public Library","Adult-Digital only",,,,,
"Meriden-Ozawkie Public Library","Book Club",1,,,,Yes
"Meriden-Ozawkie Public Library",Child,268,1,,1,Yes
"Meriden-Ozawkie Public Library","College Student",,,,,
"Meriden-Ozawkie Public Library","For statistical purposes ",,,,,
"Meriden-Ozawkie Public Library","Highland Community College Community Member",,,,,
"Meriden-Ozawkie Public Library","Highland Community College Faculty",,,,,
"Meriden-Ozawkie Public Library","Highland Community College Faculty Outreach",,,,,
"Meriden-Ozawkie Public Library","Highland Community College Staff",,,,,
"Meriden-Ozawkie Public Library","Highland Community College Student",,,,,
"Meriden-Ozawkie Public Library","Highland Community College Student Outreach",,,,,
"Meriden-Ozawkie Public Library",Homebound,,,,,
"Meriden-Ozawkie Public Library","Hoopla E-Content User",,,,,
"Meriden-Ozawkie Public Library","Horton Family Other",,,,,
"Meriden-Ozawkie Public Library","Horton Family User",,,,,
"Meriden-Ozawkie Public Library","Horton Special User",,,,,
"Meriden-Ozawkie Public Library","In-House Use by Library Staff (exempt)",,,,,
"Meriden-Ozawkie Public Library","Interlibrary Loan (exempt-ILL)",1,,,,Yes
"Meriden-Ozawkie Public Library","Library associate (exempt)",2,,,,Yes
"Meriden-Ozawkie Public Library","Library Associate.",,,,,
"Meriden-Ozawkie Public Library","Library Board",,,,,
"Meriden-Ozawkie Public Library","Minor - 0-11",,,,,
"Meriden-Ozawkie Public Library","Minor - 12",,,,,
"Meriden-Ozawkie Public Library","Minor - 13-17",,,,,
"Meriden-Ozawkie Public Library","Minor temporary",,,,,
"Meriden-Ozawkie Public Library","Minor-Digital only (age 00-11)",,,,,
"Meriden-Ozawkie Public Library","Minor-Digital only (age 00-17)",,,,,
"Meriden-Ozawkie Public Library","Minor-Digital only (age 12)",,,,,
"Meriden-Ozawkie Public Library","Minor-Digital only (ages 13-17)",,,,,
"Meriden-Ozawkie Public Library","Osawatomie Student User",,,,,
"Meriden-Ozawkie Public Library","Other Adult",134,1,,,Yes
"Meriden-Ozawkie Public Library","Other Child",8,,,,Yes
"Meriden-Ozawkie Public Library","Self registerd",1,1,,,Yes
"Meriden-Ozawkie Public Library","Student - Public Library",,,,,
"Meriden-Ozawkie Public Library","Student (exempt)",,,,,
"Meriden-Ozawkie Public Library","SYSTEM login only (exempt)",4,,,,
"Meriden-Ozawkie Public Library","Teacher/Faculty/Administrator - Public Library",,,,,
"Meriden-Ozawkie Public Library","Teacher/Faculty/Administrator (exempt)",1,,,,Yes
"Northeast Kansas Library System",Adult,48,,,,Yes
"Northeast Kansas Library System","Adult temporary",,,,,Yes
"Northeast Kansas Library System","Adult-Digital only",,,,,Yes
"Northeast Kansas Library System","Book Club",1,,,,Yes
"Northeast Kansas Library System",Child,17,,,,Yes
"Northeast Kansas Library System","College Student",,,,,Yes
"Northeast Kansas Library System","For statistical purposes ",3,,,,Yes
"Northeast Kansas Library System","Highland Community College Community Member",,,,,Yes
"Northeast Kansas Library System","Highland Community College Faculty",,,,,Yes
"Northeast Kansas Library System","Highland Community College Faculty Outreach",,,,,Yes
"Northeast Kansas Library System","Highland Community College Staff",,,,,Yes
"Northeast Kansas Library System","Highland Community College Student",,,,,Yes
"Northeast Kansas Library System","Highland Community College Student Outreach",,,,,Yes
"Northeast Kansas Library System",Homebound,,,,,Yes
"Northeast Kansas Library System","Hoopla E-Content User",,,,,Yes
"Northeast Kansas Library System","Horton Family Other",,,,,Yes
"Northeast Kansas Library System","Horton Family User",,,,,Yes
"Northeast Kansas Library System","Horton Special User",,,,,Yes
"Northeast Kansas Library System","In-House Use by Library Staff (exempt)",28,,,,Yes
"Northeast Kansas Library System","Interlibrary Loan (exempt-ILL)",9,,,,Yes
"Northeast Kansas Library System","Library associate (exempt)",14,2,,,Yes
"Northeast Kansas Library System","Library Associate.",4,,,,Yes
"Northeast Kansas Library System","Library Board",,,,,Yes
"Northeast Kansas Library System","Minor - 0-11",,,,,Yes
"Northeast Kansas Library System","Minor - 12",,,,,Yes
"Northeast Kansas Library System","Minor - 13-17",,,,,Yes
"Northeast Kansas Library System","Minor temporary",,,,,Yes
"Northeast Kansas Library System","Minor-Digital only (age 00-11)",,,,,Yes
"Northeast Kansas Library System","Minor-Digital only (age 00-17)",,,,,Yes
"Northeast Kansas Library System","Minor-Digital only (age 12)",,,,,Yes
"Northeast Kansas Library System","Minor-Digital only (ages 13-17)",,,,,Yes
"Northeast Kansas Library System","Osawatomie Student User",,,,,Yes
"Northeast Kansas Library System","Other Adult",,,,,Yes
"Northeast Kansas Library System","Other Child",,,,,Yes
"Northeast Kansas Library System","Self registerd",164,,,20,Yes
"Northeast Kansas Library System","Student - Public Library",,,,,Yes
"Northeast Kansas Library System","Student (exempt)",,,,,Yes
"Northeast Kansas Library System","SYSTEM login only (exempt)",21,,,,
"Northeast Kansas Library System","Teacher/Faculty/Administrator - Public Library",,,,,Yes
"Northeast Kansas Library System","Teacher/Faculty/Administrator (exempt)",1,,,,Yes
"Nortonville Public Library",Adult,387,1,,4,Yes
"Nortonville Public Library","Adult temporary",,,,,
"Nortonville Public Library","Adult-Digital only",,,,,
"Nortonville Public Library","Book Club",,,,,Yes
"Nortonville Public Library",Child,100,1,,2,Yes
"Nortonville Public Library","College Student",,,,,
"Nortonville Public Library","For statistical purposes ",1,,,,Yes
"Nortonville Public Library","Highland Community College Community Member",,,,,
"Nortonville Public Library","Highland Community College Faculty",,,,,
"Nortonville Public Library","Highland Community College Faculty Outreach",,,,,
"Nortonville Public Library","Highland Community College Staff",,,,,
"Nortonville Public Library","Highland Community College Student",,,,,
"Nortonville Public Library","Highland Community College Student Outreach",,,,,
"Nortonville Public Library",Homebound,1,,,,Yes
"Nortonville Public Library","Hoopla E-Content User",,,,,
"Nortonville Public Library","Horton Family Other",,,,,
"Nortonville Public Library","Horton Family User",,,,,
"Nortonville Public Library","Horton Special User",,,,,
"Nortonville Public Library","In-House Use by Library Staff (exempt)",,,,,
"Nortonville Public Library","Interlibrary Loan (exempt-ILL)",,,,,Yes
"Nortonville Public Library","Library associate (exempt)",2,,,,Yes
"Nortonville Public Library","Library Associate.",,,,,
"Nortonville Public Library","Library Board",,,,,
"Nortonville Public Library","Minor - 0-11",,,,,
"Nortonville Public Library","Minor - 12",,,,,
"Nortonville Public Library","Minor - 13-17",,,,,
"Nortonville Public Library","Minor temporary",,,,,
"Nortonville Public Library","Minor-Digital only (age 00-11)",,,,,
"Nortonville Public Library","Minor-Digital only (age 00-17)",,,,,
"Nortonville Public Library","Minor-Digital only (age 12)",,,,,
"Nortonville Public Library","Minor-Digital only (ages 13-17)",,,,,
"Nortonville Public Library","Osawatomie Student User",,,,,
"Nortonville Public Library","Other Adult",6,1,,,Yes
"Nortonville Public Library","Other Child",1,,,,Yes
"Nortonville Public Library","Self registerd",5,1,,,Yes
"Nortonville Public Library","Student - Public Library",,,,,
"Nortonville Public Library","Student (exempt)",,,,,
"Nortonville Public Library","SYSTEM login only (exempt)",3,,,,
"Nortonville Public Library","Teacher/Faculty/Administrator - Public Library",,,,,
"Nortonville Public Library","Teacher/Faculty/Administrator (exempt)",,,,,Yes
"Osage City Library",Adult,1514,46,15,123,Yes
"Osage City Library","Adult temporary",,,,,
"Osage City Library","Adult-Digital only",,,,,
"Osage City Library","Book Club",,,,,Yes
"Osage City Library",Child,411,10,5,40,Yes
"Osage City Library","College Student",,,,,
"Osage City Library","For statistical purposes ",,,,,
"Osage City Library","Highland Community College Community Member",,,,,
"Osage City Library","Highland Community College Faculty",,,,,
"Osage City Library","Highland Community College Faculty Outreach",,,,,
"Osage City Library","Highland Community College Staff",,,,,
"Osage City Library","Highland Community College Student",,,,,
"Osage City Library","Highland Community College Student Outreach",,,,,
"Osage City Library",Homebound,12,,,2,Yes
"Osage City Library","Hoopla E-Content User",,,,,
"Osage City Library","Horton Family Other",,,,,
"Osage City Library","Horton Family User",,,,,
"Osage City Library","Horton Special User",,,,,
"Osage City Library","In-House Use by Library Staff (exempt)",1,,,,Yes
"Osage City Library","Interlibrary Loan (exempt-ILL)",1,,,,Yes
"Osage City Library","Library associate (exempt)",6,,,,Yes
"Osage City Library","Library Associate.",,,,,
"Osage City Library","Library Board",,,,,
"Osage City Library","Minor - 0-11",,,,,
"Osage City Library","Minor - 12",,,,,
"Osage City Library","Minor - 13-17",,,,,
"Osage City Library","Minor temporary",,,,,
"Osage City Library","Minor-Digital only (age 00-11)",,,,,
"Osage City Library","Minor-Digital only (age 00-17)",,,,,
"Osage City Library","Minor-Digital only (age 12)",,,,,
"Osage City Library","Minor-Digital only (ages 13-17)",,,,,
"Osage City Library","Osawatomie Student User",,,,,
"Osage City Library","Other Adult",10,,,3,Yes
"Osage City Library","Other Child",,,,,Yes
"Osage City Library","Self registerd",,,,,Yes
"Osage City Library","Student - Public Library",,,,,
"Osage City Library","Student (exempt)",,,,,
"Osage City Library","SYSTEM login only (exempt)",3,,,,
"Osage City Library","Teacher/Faculty/Administrator - Public Library",,,,,
"Osage City Library","Teacher/Faculty/Administrator (exempt)",,,,,Yes
"Osawatomie Public Library",Adult,1623,30,8,18,Yes
"Osawatomie Public Library","Adult temporary",,,,,
"Osawatomie Public Library","Adult-Digital only",,,,,
"Osawatomie Public Library","Book Club",,,,,Yes
"Osawatomie Public Library",Child,481,5,7,4,Yes
"Osawatomie Public Library","College Student",,,,,
"Osawatomie Public Library","For statistical purposes ",,,,,
"Osawatomie Public Library","Highland Community College Community Member",,,,,
"Osawatomie Public Library","Highland Community College Faculty",,,,,
"Osawatomie Public Library","Highland Community College Faculty Outreach",,,,,
"Osawatomie Public Library","Highland Community College Staff",,,,,
"Osawatomie Public Library","Highland Community College Student",,,,,
"Osawatomie Public Library","Highland Community College Student Outreach",,,,,
"Osawatomie Public Library",Homebound,,,,,
"Osawatomie Public Library","Hoopla E-Content User",,,,,
"Osawatomie Public Library","Horton Family Other",,,,,
"Osawatomie Public Library","Horton Family User",,,,,
"Osawatomie Public Library","Horton Special User",,,,,
"Osawatomie Public Library","In-House Use by Library Staff (exempt)",,,,,
"Osawatomie Public Library","Interlibrary Loan (exempt-ILL)",326,,3,,Yes
"Osawatomie Public Library","Library associate (exempt)",4,,,1,Yes
"Osawatomie Public Library","Library Associate.",,,,,
"Osawatomie Public Library","Library Board",,,,,
"Osawatomie Public Library","Minor - 0-11",,,,,
"Osawatomie Public Library","Minor - 12",,,,,
"Osawatomie Public Library","Minor - 13-17",,,,,
"Osawatomie Public Library","Minor temporary",,,,,
"Osawatomie Public Library","Minor-Digital only (age 00-11)",,,,,
"Osawatomie Public Library","Minor-Digital only (age 00-17)",,,,,
"Osawatomie Public Library","Minor-Digital only (age 12)",,,,,
"Osawatomie Public Library","Minor-Digital only (ages 13-17)",,,,,
"Osawatomie Public Library","Osawatomie Student User",187,,,,Yes
"Osawatomie Public Library","Other Adult",35,1,,,Yes
"Osawatomie Public Library","Other Child",8,1,,,Yes
"Osawatomie Public Library","Self registerd",,,,,Yes
"Osawatomie Public Library","Student - Public Library",,,,,
"Osawatomie Public Library","Student (exempt)",,,,,
"Osawatomie Public Library","SYSTEM login only (exempt)",3,,,,
"Osawatomie Public Library","Teacher/Faculty/Administrator - Public Library",1,,,,
"Osawatomie Public Library","Teacher/Faculty/Administrator (exempt)",54,2,,1,Yes
"Oskaloosa Public Library",Adult,932,22,4,10,Yes
"Oskaloosa Public Library","Adult temporary",,,,,
"Oskaloosa Public Library","Adult-Digital only",,,,,
"Oskaloosa Public Library","Book Club",2,,,,Yes
"Oskaloosa Public Library",Child,255,2,,3,Yes
"Oskaloosa Public Library","College Student",,,,,
"Oskaloosa Public Library","For statistical purposes ",,,,,
"Oskaloosa Public Library","Highland Community College Community Member",,,,,
"Oskaloosa Public Library","Highland Community College Faculty",,,,,
"Oskaloosa Public Library","Highland Community College Faculty Outreach",,,,,
"Oskaloosa Public Library","Highland Community College Staff",,,,,
"Oskaloosa Public Library","Highland Community College Student",,,,,
"Oskaloosa Public Library","Highland Community College Student Outreach",,,,,
"Oskaloosa Public Library",Homebound,5,,,,Yes
"Oskaloosa Public Library","Hoopla E-Content User",,,,,
"Oskaloosa Public Library","Horton Family Other",,,,,
"Oskaloosa Public Library","Horton Family User",,,,,
"Oskaloosa Public Library","Horton Special User",,,,,
"Oskaloosa Public Library","In-House Use by Library Staff (exempt)",2,,,,Yes
"Oskaloosa Public Library","Interlibrary Loan (exempt-ILL)",,,,,Yes
"Oskaloosa Public Library","Library associate (exempt)",4,,,,Yes
"Oskaloosa Public Library","Library Associate.",,,,,
"Oskaloosa Public Library","Library Board",,,,,
"Oskaloosa Public Library","Minor - 0-11",,,,,
"Oskaloosa Public Library","Minor - 12",,,,,
"Oskaloosa Public Library","Minor - 13-17",,,,,
"Oskaloosa Public Library","Minor temporary",,,,,
"Oskaloosa Public Library","Minor-Digital only (age 00-11)",,,,,
"Oskaloosa Public Library","Minor-Digital only (age 00-17)",,,,,
"Oskaloosa Public Library","Minor-Digital only (age 12)",,,,,
"Oskaloosa Public Library","Minor-Digital only (ages 13-17)",,,,,
"Oskaloosa Public Library","Osawatomie Student User",,,,,
"Oskaloosa Public Library","Other Adult",,,,,
"Oskaloosa Public Library","Other Child",,,,,
"Oskaloosa Public Library","Self registerd",1,,,,Yes
"Oskaloosa Public Library","Student - Public Library",,,,,
"Oskaloosa Public Library","Student (exempt)",,,,,
"Oskaloosa Public Library","SYSTEM login only (exempt)",3,,,,
"Oskaloosa Public Library","Teacher/Faculty/Administrator - Public Library",,,,,
"Oskaloosa Public Library","Teacher/Faculty/Administrator (exempt)",1,,,,
"Ottawa Library",Adult,6923,103,31,62,Yes
"Ottawa Library","Adult temporary",,,,,
"Ottawa Library","Adult-Digital only",,,,,
"Ottawa Library","Book Club",,,,,Yes
"Ottawa Library",Child,1234,17,20,17,Yes
"Ottawa Library","College Student",,,,,
"Ottawa Library","For statistical purposes ",,,,,
"Ottawa Library","Highland Community College Community Member",,,,,
"Ottawa Library","Highland Community College Faculty",,,,,
"Ottawa Library","Highland Community College Faculty Outreach",,,,,
"Ottawa Library","Highland Community College Staff",,,,,
"Ottawa Library","Highland Community College Student",,,,,
"Ottawa Library","Highland Community College Student Outreach",,,,,
"Ottawa Library",Homebound,4,,,1,Yes
"Ottawa Library","Hoopla E-Content User",,,,,
"Ottawa Library","Horton Family Other",,,,,
"Ottawa Library","Horton Family User",,,,,
"Ottawa Library","Horton Special User",,,,,
"Ottawa Library","In-House Use by Library Staff (exempt)",35,,,,Yes
"Ottawa Library","Interlibrary Loan (exempt-ILL)",376,1,1,1,Yes
"Ottawa Library","Library associate (exempt)",,,,,
"Ottawa Library","Library Associate.",17,,,,Yes
"Ottawa Library","Library Board",1,,,,Yes
"Ottawa Library","Minor - 0-11",,,,,
"Ottawa Library","Minor - 12",,,,,
"Ottawa Library","Minor - 13-17",,,,,
"Ottawa Library","Minor temporary",,,,,
"Ottawa Library","Minor-Digital only (age 00-11)",,,,,
"Ottawa Library","Minor-Digital only (age 00-17)",,,,,
"Ottawa Library","Minor-Digital only (age 12)",,,,,
"Ottawa Library","Minor-Digital only (ages 13-17)",,,,,
"Ottawa Library","Osawatomie Student User",,,,,
"Ottawa Library","Other Adult",2807,44,12,34,Yes
"Ottawa Library","Other Child",452,10,8,9,Yes
"Ottawa Library","Self registerd",,,,,Yes
"Ottawa Library","Student - Public Library",,,,,
"Ottawa Library","Student (exempt)",,,,,
"Ottawa Library","SYSTEM login only (exempt)",6,,,,
"Ottawa Library","Teacher/Faculty/Administrator - Public Library",153,5,1,,Yes
"Ottawa Library","Teacher/Faculty/Administrator (exempt)",,,,,
"Overbrook Public Library",Adult,712,20,3,8,Yes
"Overbrook Public Library","Adult temporary",,,,,
"Overbrook Public Library","Adult-Digital only",,,,,
"Overbrook Public Library","Book Club",1,,,,Yes
"Overbrook Public Library",Child,184,2,2,2,Yes
"Overbrook Public Library","College Student",,,,,
"Overbrook Public Library","For statistical purposes ",,,,,
"Overbrook Public Library","Highland Community College Community Member",,,,,
"Overbrook Public Library","Highland Community College Faculty",,,,,
"Overbrook Public Library","Highland Community College Faculty Outreach",,,,,
"Overbrook Public Library","Highland Community College Staff",,,,,
"Overbrook Public Library","Highland Community College Student",,,,,
"Overbrook Public Library","Highland Community College Student Outreach",,,,,
"Overbrook Public Library",Homebound,,,,,
"Overbrook Public Library","Hoopla E-Content User",,,,,
"Overbrook Public Library","Horton Family Other",,,,,
"Overbrook Public Library","Horton Family User",,,,,
"Overbrook Public Library","Horton Special User",,,,,
"Overbrook Public Library","In-House Use by Library Staff (exempt)",,,,,
"Overbrook Public Library","Interlibrary Loan (exempt-ILL)",14,,,,Yes
"Overbrook Public Library","Library associate (exempt)",1,,,,Yes
"Overbrook Public Library","Library Associate.",,,,,
"Overbrook Public Library","Library Board",,,,,
"Overbrook Public Library","Minor - 0-11",,,,,
"Overbrook Public Library","Minor - 12",,,,,
"Overbrook Public Library","Minor - 13-17",,,,,
"Overbrook Public Library","Minor temporary",,,,,
"Overbrook Public Library","Minor-Digital only (age 00-11)",,,,,
"Overbrook Public Library","Minor-Digital only (age 00-17)",,,,,
"Overbrook Public Library","Minor-Digital only (age 12)",,,,,
"Overbrook Public Library","Minor-Digital only (ages 13-17)",,,,,
"Overbrook Public Library","Osawatomie Student User",,,,,
"Overbrook Public Library","Other Adult",214,10,,3,Yes
"Overbrook Public Library","Other Child",30,,,1,Yes
"Overbrook Public Library","Self registerd",1,,,,Yes
"Overbrook Public Library","Student - Public Library",,,,,
"Overbrook Public Library","Student (exempt)",,,,,
"Overbrook Public Library","SYSTEM login only (exempt)",3,,,,
"Overbrook Public Library","Teacher/Faculty/Administrator - Public Library",,,,,
"Overbrook Public Library","Teacher/Faculty/Administrator (exempt)",,,,,Yes
"Paola Free Library",Adult,1841,43,16,23,Yes
"Paola Free Library","Adult temporary",,,,,
"Paola Free Library","Adult-Digital only",,,,,
"Paola Free Library","Book Club",8,,,,Yes
"Paola Free Library",Child,666,7,9,8,Yes
"Paola Free Library","College Student",,,,,
"Paola Free Library","For statistical purposes ",,,,,Yes
"Paola Free Library","Highland Community College Community Member",,,,,
"Paola Free Library","Highland Community College Faculty",,,,,
"Paola Free Library","Highland Community College Faculty Outreach",,,,,
"Paola Free Library","Highland Community College Staff",,,,,
"Paola Free Library","Highland Community College Student",,,,,
"Paola Free Library","Highland Community College Student Outreach",,,,,
"Paola Free Library",Homebound,19,2,2,,Yes
"Paola Free Library","Hoopla E-Content User",2,,,,
"Paola Free Library","Horton Family Other",,,,,
"Paola Free Library","Horton Family User",,,,,
"Paola Free Library","Horton Special User",,,,,
"Paola Free Library","In-House Use by Library Staff (exempt)",18,,,,Yes
"Paola Free Library","Interlibrary Loan (exempt-ILL)",474,,,,Yes
"Paola Free Library","Library associate (exempt)",,,,,
"Paola Free Library","Library Associate.",10,1,,,Yes
"Paola Free Library","Library Board",,,,,
"Paola Free Library","Minor - 0-11",,,,,
"Paola Free Library","Minor - 12",,,,,
"Paola Free Library","Minor - 13-17",,,,,
"Paola Free Library","Minor temporary",,,,,
"Paola Free Library","Minor-Digital only (age 00-11)",,,,,
"Paola Free Library","Minor-Digital only (age 00-17)",,,,,
"Paola Free Library","Minor-Digital only (age 12)",,,,,
"Paola Free Library","Minor-Digital only (ages 13-17)",,,,,
"Paola Free Library","Osawatomie Student User",1,,,,
"Paola Free Library","Other Adult",1572,24,14,28,Yes
"Paola Free Library","Other Child",556,8,3,8,Yes
"Paola Free Library","Self registerd",,,,,Yes
"Paola Free Library","Student - Public Library",44,3,,,Yes
"Paola Free Library","Student (exempt)",,,,,
"Paola Free Library","SYSTEM login only (exempt)",4,,,,
"Paola Free Library","Teacher/Faculty/Administrator - Public Library",46,1,2,1,Yes
"Paola Free Library","Teacher/Faculty/Administrator (exempt)",,,,,
"Perry-Lecompton Community Library",Adult,156,1,3,1,Yes
"Perry-Lecompton Community Library","Adult temporary",,,,,
"Perry-Lecompton Community Library","Adult-Digital only",,,,,
"Perry-Lecompton Community Library","Book Club",,,,,Yes
"Perry-Lecompton Community Library",Child,66,,,1,Yes
"Perry-Lecompton Community Library","College Student",,,,,
"Perry-Lecompton Community Library","For statistical purposes ",,,,,
"Perry-Lecompton Community Library","Highland Community College Community Member",,,,,
"Perry-Lecompton Community Library","Highland Community College Faculty",,,,,
"Perry-Lecompton Community Library","Highland Community College Faculty Outreach",,,,,
"Perry-Lecompton Community Library","Highland Community College Staff",,,,,
"Perry-Lecompton Community Library","Highland Community College Student",,,,,
"Perry-Lecompton Community Library","Highland Community College Student Outreach",,,,,
"Perry-Lecompton Community Library",Homebound,,,,,
"Perry-Lecompton Community Library","Hoopla E-Content User",,,,,
"Perry-Lecompton Community Library","Horton Family Other",,,,,
"Perry-Lecompton Community Library","Horton Family User",,,,,
"Perry-Lecompton Community Library","Horton Special User",,,,,
"Perry-Lecompton Community Library","In-House Use by Library Staff (exempt)",1,,,,Yes
"Perry-Lecompton Community Library","Interlibrary Loan (exempt-ILL)",,,,,Yes
"Perry-Lecompton Community Library","Library associate (exempt)",4,,,,Yes
"Perry-Lecompton Community Library","Library Associate.",,,,,
"Perry-Lecompton Community Library","Library Board",,,,,
"Perry-Lecompton Community Library","Minor - 0-11",,,,,
"Perry-Lecompton Community Library","Minor - 12",,,,,
"Perry-Lecompton Community Library","Minor - 13-17",,,,,
"Perry-Lecompton Community Library","Minor temporary",,,,,
"Perry-Lecompton Community Library","Minor-Digital only (age 00-11)",,,,,
"Perry-Lecompton Community Library","Minor-Digital only (age 00-17)",,,,,
"Perry-Lecompton Community Library","Minor-Digital only (age 12)",,,,,
"Perry-Lecompton Community Library","Minor-Digital only (ages 13-17)",,,,,
"Perry-Lecompton Community Library","Osawatomie Student User",,,,,
"Perry-Lecompton Community Library","Other Adult",,,,,Yes
"Perry-Lecompton Community Library","Other Child",1,,,,Yes
"Perry-Lecompton Community Library","Self registerd",,,,,Yes
"Perry-Lecompton Community Library","Student - Public Library",,,,,
"Perry-Lecompton Community Library","Student (exempt)",,,,,
"Perry-Lecompton Community Library","SYSTEM login only (exempt)",3,,,,
"Perry-Lecompton Community Library","Teacher/Faculty/Administrator - Public Library",,,,,
"Perry-Lecompton Community Library","Teacher/Faculty/Administrator (exempt)",,,,,Yes
"Pomona Community Library",Adult,224,4,2,3,Yes
"Pomona Community Library","Adult temporary",,,,,
"Pomona Community Library","Adult-Digital only",,,,,
"Pomona Community Library","Book Club",2,,,,Yes
"Pomona Community Library",Child,124,2,1,3,Yes
"Pomona Community Library","College Student",1,,,,Yes
"Pomona Community Library","For statistical purposes ",,,,,
"Pomona Community Library","Highland Community College Community Member",,,,,
"Pomona Community Library","Highland Community College Faculty",,,,,
"Pomona Community Library","Highland Community College Faculty Outreach",,,,,
"Pomona Community Library","Highland Community College Staff",,,,,
"Pomona Community Library","Highland Community College Student",,,,,
"Pomona Community Library","Highland Community College Student Outreach",,,,,
"Pomona Community Library",Homebound,,,,,
"Pomona Community Library","Hoopla E-Content User",,,,,
"Pomona Community Library","Horton Family Other",,,,,
"Pomona Community Library","Horton Family User",,,,,
"Pomona Community Library","Horton Special User",,,,,
"Pomona Community Library","In-House Use by Library Staff (exempt)",,,,,
